period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-02-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,1661,megawatthours
2026-02-05,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,2146,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1177712,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1180778,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1183889,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1177712,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1174486,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1186569,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1188473,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1191085,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1186569,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1184606,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1183244,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1186419,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1189149,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1183244,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1179754,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,5536,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,5644,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,5263,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,5536,megawatthours
2026-02-06,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,5272,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1115420,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1115404,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1115360,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1115420,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1115324,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1135484,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1137975,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1138362,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1135484,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1132919,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1115929,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1115772,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1115772,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1115929,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1115840,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,519,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,379,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,422,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,519,megawatthours
2026-02-07,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,525,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1101155,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1102527,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1103532,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1101155,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1099467,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1101485,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1101522,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1102676,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1101485,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1101042,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1099908,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1101531,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1102667,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1099908,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1098235,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1251,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-999,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-868,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1251,megawatthours
2026-02-08,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1236,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1150702,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1148986,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1146938,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1150702,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1152305,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1169027,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1168591,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1166923,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1169027,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1169094,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1144309,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1143075,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1141432,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1144309,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1145374,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-6384,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-5903,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-5497,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-6384,megawatthours
2026-02-09,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-6921,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1145232,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1145201,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1145613,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1145232,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1145468,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1159588,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1159524,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1160320,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1159588,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1160183,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1135050,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1134360,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1134632,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1135050,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1135944,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-10173,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-10832,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-10973,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-10173,megawatthours
2026-02-10,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-9515,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1154468,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1154363,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1154012,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1154468,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1154759,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1156029,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1155650,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1154912,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1156029,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1156322,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1152849,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1152645,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1152297,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1152849,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1153176,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-1612,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,-1711,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-1708,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-1612,megawatthours
2026-02-11,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-1577,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1164881,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1165007,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1164972,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1164881,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1164503,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1183628,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1183915,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1183375,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1183628,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1183229,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1165372,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1165375,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1164856,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1165372,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1165096,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,487,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,364,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,-119,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,487,megawatthours
2026-02-12,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,589,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Arizona,Arizona,1164680,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Central,Central,1163408,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Eastern,Eastern,1162568,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Mountain,Mountain,1164680,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,Pacific,Pacific,1166105,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1176010,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Central,Central,1175248,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1175050,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1176010,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1176697,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Arizona,Arizona,1164598,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Central,Central,1163906,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Eastern,Eastern,1163393,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Mountain,Mountain,1164598,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,Pacific,Pacific,1165489,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Arizona,Arizona,-79,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Central,Central,501,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Eastern,Eastern,827,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Mountain,Mountain,-79,megawatthours
2026-02-13,ERCO,"Electric Reliability Council of Texas, Inc.",TI,Total interchange,Pacific,Pacific,-613,megawatthours
